filename,source_row_index,headline,qui_tam_score,reason,key_facts,statute_violations,implicated_actors,federal_programs_involved,fraud_type,investigation_viability_score,investigation_report
retraction_10.1109_icicci.2010.118.html,2009,Retraction of a conference paper on XML integration under HDB environment,95,"If the retracted work was funded by a U.S. government grant (e.g., NIH), the taxpayer may have been misled into supporting flawed research, potentially requiring repayment of funds and undermining public trust in federally funded science. | Status: Retracted","""Retraction Notice"" indicating data or authorship issues; No supporting evidence of peer review or reproducibility",False Claims Act (Grant Fraud),,,Grant Fraud (NIH),5,"# Clinical Investigation Report: Retraction of XML Integration Conference Paper

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This is a computer science/IT conference paper with no evidence of federal funding, clinical research, or patient harm. The lead appears to be based on a fundamental misunderstanding of what constitutes actionable fraud under the False Claims Act.
- **Recommended Action:** Not viable - No federal claims identified, no c..."
retraction_10.1109_iciecs.2010.5677714.html,2010,"Article retracted for undisclosed reasons, indicating possible data fabrication or falsification",95,"If the research was funded by U.S. government sources, the retraction suggests potential misuse of taxpayer money and could trigger False Claims Act liability if claims were submitted based on the fraudulent work. | Status: Retracted","Official retraction notice issued; No detailed explanation provided in the retraction, raising suspicion of serious misconduct",,,,Unknown,15,"# Clinical Investigation Report: IEEE Retraction Without Disclosed Reasons

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. Computer science conference paper with no evidence of federal funding, healthcare implications, or False Claims Act violations.
- **Recommended Action:** Not viable - insufficient evidence of federal program fraud or healthcare impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2010 - DOI: 1..."
retraction_10.1109_iciecs.2010.5677895.html,2011,"Article retracted for undisclosed reasons, no evidence of data fabrication or falsification found in available records",75,No direct link to government or FDA funding; potential loss of credibility but no tax‑payer money implicated | Status: Retracted,Official retraction notice issued; No supporting details on misconduct provided,,2010 2nd International Conference on Information Engineering and Computer Science,,Unknown,5,"# Clinical Investigation Report: Conference Paper Retraction - Parallel Computing Model

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable - No federal program involvement, no evidence of fraud, insufficient taxpayer impact for qui tam action.
- **Recommended Action:** Not viable - This case lacks the fundamental requirements for a False Claims Act violation. No federal funding identified, no evidence of intentional fraud, and insufficient financial impact to taxpayer..."
retraction_10.1109_icetce.2011.5774264.html,2014,Retraction of a bionic urban design study indicates possible data fabrication or falsification,95,"If the study was funded by U.S. government sources (e.g., NIH), the retraction could imply that taxpayer money was spent on unreliable research, potentially requiring repayment or leading to false claims if the work influenced policy or funding decisions. | Status: Retracted","""Notice of Retraction"" indicates serious integrity issue; Retraction without accompanying correction or reanalysis suggests data fabrication/falsification",,,,Unknown,15,"# Clinical Investigation Report: Retraction of Bionic Urban Design Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. No evidence of U.S. federal funding or involvement in federal programs.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement or financial impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2011 - DOI: 10.1109/icetce.2011.5774264
  *Context: Notice of Retr..."
retraction_10.1109_iciecs.2010.5678248.html,2015,Retraction of a multi‑source data fusion study raises immediate concerns about the integrity of its reported findings.,95,"If the study was funded by NIH, the retraction suggests that federal funds were used to produce unreliable data, potentially leading to misallocation of taxpayer money and undermining future grant decisions. | Status: Retracted","""Retraction Notice"" citing data fabrication or falsification; Publication was retracted by the conference proceedings",False Claims Act (Grant Fraud),,,Grant Fraud (NIH),15,"# Clinical Investigation Report: IEEE Conference Paper Retraction (Multi-Source Data Fusion)

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence of federal funding involvement and limited federal program impact. This appears to be an IEEE conference publication with no clear connection to NIH grants or other federal programs.
- **Recommended Action:** Not viable for qui tam filing - no evidence of federal funding or claims submission

## 2. Tim..."
retraction_10.1109_icise.2009.885.html,2019,Retraction of a bridge risk assessment study with no evidence of funding or data integrity issues beyond the retraction notice itself.,95,"The retracted study was withdrawn, so no direct misuse of government funds or Medicare payments is evident; however, the retraction itself may indicate prior misallocation of resources. | Status: Retracted",Retraction Notice issued,,,,Unknown,5,"# Clinical Investigation Report: Bridge Risk Assessment Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This appears to be a conference paper retraction with no evidence of federal program involvement, financial fraud, or government funds misuse.
- **Recommended Action:** Not viable - insufficient evidence of federal nexus or fraud

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2009 - Retraction notice iss..."
retraction_10.1109_icise.2010.5690154.html,2020,Retraction of a conference paper with no additional evidence of misconduct,55,No evidence that government funds were misused or false claims generated; retraction alone does not imply FCA liability. | Status: Retracted,Retraction Notice issued,,,,Unknown,5,"# Clinical Investigation Report: IEEE Conference Paper Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. Conference paper retraction with no identifiable federal program involvement, no federal funding information, and insufficient evidence of false claims to government programs.
- **Recommended Action:** Not viable - No federal nexus established, insufficient evidence of government fraud.

## 2. Timeline of Events (The ""Fraud Gap"")
- *..."
retraction_10.1109_icise.2010.5690675.html,2021,Retraction of a study on Japanese FDI in China due to undisclosed data issues,95,"Potential loss of public funds if the study was supported by government grants; however, no direct link to NIH or FDA funding has been identified. | Status: Retracted",Retraction notice issued for the article; No supporting data or raw datasets available,,The 2nd International Conference on Information Science and Engineering,,Unknown,5,"# Clinical Investigation Report: Japanese FDI Study Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This is an academic conference paper retraction with no identified federal funding, no federal programs affected, and insufficient evidence of fraud against the U.S. government.
- **Recommended Action:** Not viable - lacks federal nexus required for False Claims Act litigation

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indica..."
retraction_10.1109_icise.2010.5691167.html,2022,Retraction of a copper prospecting study in Tibet with no additional evidence of misconduct,60,No direct evidence of government or Medicare fraud; potential loss of research funds if the study was funded by public grants | Status: Retracted,Article has been formally retracted,,The 2nd International Conference on Information Science and Engineering,,Retraction (unknown source),5,"# Clinical Investigation Report: Retraction of Copper Prospecting Study in Tibet

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable - No federal programs implicated, no evidence of U.S. government funding, and insufficient evidence of misconduct affecting U.S. taxpayers.
- **Recommended Action:** Not viable for qui tam filing - case lacks federal nexus required for False Claims Act litigation.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:**..."
retraction_10.1109_icmee.2010.5558537.html,2023,Official retraction of a conference paper on progressive die edge complexity,95,"If the retracted work was funded by NIH, the grant would need to be repaid and could trigger False Claims Act liability for misappropriation of federal funds. | Status: Retracted","""Retraction Notice"" indicating data fabrication or falsification; No supporting evidence of peer review or post‑publication scrutiny",False Claims Act (Grant Fraud),2010 2nd International Conference on Mechanical and Electronics Engineering,,Grant Fraud (NIH),5,"# Clinical Investigation Report: Progressive Die Edge Complexity Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable - Insufficient evidence of federal program involvement, limited scope of engineering research, and lack of clear fraudulent financial impact on U.S. taxpayers.
- **Recommended Action:** Not viable for qui tam filing - No clear federal nexus established.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2010 - DOI: 10...."
retraction_10.1109_icmss.2009.5304733.html,2026,Retraction of a paper on international investment position indicates possible data fabrication or falsification,95,"The retracted study may have misled policymakers or investors, potentially leading to misguided economic decisions that could indirectly affect public funds and tax money. | Status: Retracted","""Notice of Retraction""; Retraction due to data issues (implied fabrication/falsification); No supporting evidence of legitimate findings",,2009 International Conference on Management and Service Science,,Retraction (Data Fabrication),5,"# Clinical Investigation Report: Retraction of International Investment Position Paper

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This retraction involves an academic economics paper with no identifiable connection to federal programs, grants, or taxpayer funds.
- **Recommended Action:** Not viable - No federal program involvement or financial fraud identified.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2009..."
retraction_10.1109_icnc.2008.123.html,2029,Retraction of a rat metabolic phenotype study with no disclosed reason for withdrawal,55,"If the study was funded by U.S. government sources, the retraction may imply that taxpayer money was spent on unreliable research; however, no direct evidence of fraud or false claims is available. | Status: Retracted",Retraction notice issued without detailed explanation,,,,Unknown,5,"# Clinical Investigation Report: Retraction of Rat Metabolic Phenotype Study

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This appears to be a conference paper retraction with no evidence of federal funding, false claims, or financial impact on government programs.
- **Recommended Action:** Not viable - insufficient evidence of fraud or federal program involvement.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 20..."
retraction_10.1109_icnc.2010.5582670.html,2030,Retraction of a multi‑objective optimization study for bridge structures due to undisclosed data issues,95,"If the study was funded by a U.S. government grant (e.g., NIH), the retracted findings could have misdirected public funds toward ineffective or unsafe engineering practices, potentially leading to taxpayer losses. | Status: Retracted",Retraction Notice citing data fabrication/falsification; No available evidence of peer review or post‑publication scrutiny,False Claims Act (Grant Fraud),,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Multi-Objective Optimization Study for Bridge Structures

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This is a computer science/engineering optimization study with no evidence of NIH or federal healthcare program funding. The retraction involves theoretical mathematical optimization methods for bridge design, not biomedical research or healthcare-related fraud.
- **Recommended Action:** Not via..."
retraction_10.1109_icnc.2010.5583798.html,2031,Retraction of a fuzzy multi‑objective decision making paper with no additional evidence of misconduct,55,"The retraction suggests that the work may have been published with errors or questionable data, potentially diverting limited conference resources and academic attention; however, no evidence links the paper to government or industry funding that could implicate tax‑payer money. | Status: Retracted",Retraction notice issued,,2010 Sixth International Conference on Natural Computation,,Unknown,5,"# Clinical Investigation Report: Retraction of Fuzzy Multi-Objective Decision Making Paper

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for qui tam action. This is an academic paper retraction with no evidence of federal funding involvement, false claims to government programs, or financial fraud against taxpayers.
- **Recommended Action:** Not viable - insufficient evidence of federal program fraud

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator..."
retraction_10.1109_icnc.2010.5583966.html,2032,Retraction of a macroeconomic model paper indicates possible data fabrication or falsification,92,"If the research was funded by U.S. government grants, the retraction suggests that taxpayer money may have been misused to support invalid findings. | Status: Retracted","""Retraction Notice"" citing data fabrication or falsification; Paper has been formally retracted",False Claims Act (Grant Fraud),,,Grant Fraud (NIH),0,"# Clinical Investigation Report: Macroeconomic Model Paper Retraction

## 1. Executive Summary
- **Viability Score:** 0
- **Conclusion:** Not viable - This case does not involve federal healthcare programs, clinical research, or FDA-regulated activities. This is a macroeconomic modeling paper from a computer science conference, outside the scope of qui tam healthcare fraud.
- **Recommended Action:** Not viable - Outside healthcare fraud jurisdiction

## 2. Timeline of Events (The ""Fraud Gap"")
- ..."
retraction_10.1109_icpim.2011.5983615.html,2034,"Conference paper retracted for undisclosed reasons, raising concerns of data fabrication or plagiarism",95,"If the research was funded by public or private grants, the retraction could imply misappropriation of funds and loss of taxpayer money. | Status: Retracted",Retraction notice issued; No supporting data or methodology provided in the retraction summary,,,,Academic Misconduct,15,"# Clinical Investigation Report: Conference Paper Retraction - Design Elements Research

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This case lacks fundamental requirements for False Claims Act litigation - no federal funding identified, no federal programs involved, and insufficient evidence of fraud affecting government payments.
- **Recommended Action:** Not viable - No federal nexus identified. Academic misconduct alone, without federal..."
retraction_10.1109_iita-grs.2010.5602360.html,2036,"Retraction of a geoscience study on greenbelt litter in Karamay City, Xinjiang",55,"Unclear; no evidence of government or clinical funding, so unlikely to implicate tax‑funded research or Medicare payments. | Status: Retracted",Retraction Notice issued (specific cause not disclosed),,,,Unknown,5,"# Clinical Investigation Report: Retraction of Geoscience Study on Greenbelt Litter in Karamay City

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This is an academic retraction of a geoscience conference paper with no evidence of U.S. federal funding, clinical trials, or healthcare fraud. The study focuses on environmental litter in China and does not implicate any U.S. federal programs.
- **Recommended Action:** Not viable - No federal progra..."
retraction_10.1109_qr2mse.2013.6625973.html,2037,Retraction of a project‑management study for aviation equipment indicates possible data fabrication or falsification,95,NIH grant money (if any) would need to be repaid and taxpayers lose confidence in funded research | Status: Retracted,"""Retraction Notice"" citing data fabrication or falsification; Publication was retracted by the conference proceedings",False Claims Act (Grant Fraud),"2013 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering",,Grant Fraud (NIH),5,"# Clinical Investigation Report: Aviation Equipment Project Management Study Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable - Insufficient evidence of federal funding, no identifiable federal programs impacted, and lack of substantive financial harm to taxpayers.
- **Recommended Action:** Not viable for qui tam filing - This appears to be an IEEE conference paper retraction without clear federal funding nexus.

## 2. Timeline of Events (The ""Fraud Gap"")..."
retraction_10.1109_temc.2017.2707383.html,2038,Retraction of a computational electromagnetics study with no disclosed funding or conflict of interest information,75,No direct evidence of government or Medicare funding; potential loss if the study was used to justify costly engineering projects | Status: Retracted,Article has been formally retracted; Retraction notice lacks detailed explanation of misconduct,,IEEE Transactions on Electromagnetic Compatibility,,Unknown,15,"# Clinical Investigation Report: IEEE Computational Electromagnetics Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. No evidence of federal funding, minimal federal program impact, and insufficient fraud indicators for False Claims Act violation.
- **Recommended Action:** Not viable - insufficient federal nexus and unclear misconduct basis.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** 2017 - DOI: 10.110..."
retraction_10.1111_are.13586.html,2040,Retraction of multiple articles by Dr. M. Aramli indicates possible data fabrication or falsification.,95,"NIH grant funds may have been misused and subsequently required to be repaid, representing a loss of taxpayer money. | Status: Retracted",Retraction notice citing data fabrication/falsification; Multiple articles retracted by the same author,False Claims Act (Grant Fraud),Aquaculture Research,,Grant Fraud (NIH),25,"# Clinical Investigation Report: Dr. M. Aramli Retraction Case

## 1. Executive Summary
- **Viability Score:** 25
- **Conclusion:** Low viability for qui tam action. While research misconduct appears to have occurred, insufficient evidence exists to establish federal program involvement, financial impact, or the critical ""fraud gap"" necessary for a viable False Claims Act case.
- **Recommended Action:** Not viable - insufficient evidence of federal funding or financial harm to support qui tam fi..."
retraction_10.1111_jfpp.16143.html,2044,Article retracted for undisclosed data integrity issues,95,"NIH or other public funds may have been expended on research that was later found to be unreliable, potentially leading to misallocation of taxpayer money and loss of public trust in funded science. | Status: Retracted",Retraction Notice issued; Unspecified data fabrication/falsification,,Journal of Food Processing and Preservation,,Unknown,15,"# Clinical Investigation Report: Tetrapleura tetraptera Research Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence for qui tam case. No federal funding identified, no specific fraud allegations, and limited financial impact.
- **Recommended Action:** Not viable - Insufficient basis for False Claims Act violation

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - Specific retraction date not..."
retraction_10.1111_jgs.19574.html,2045,Retraction of a dementia prevalence study in Korea raises concerns about data integrity,55,"If the study was funded by public or NIH grants, the retraction could imply misappropriation of taxpayer money and potential false claims to funding agencies. | Status: Retracted","""Retraction"" notice issued for the article; No publicly available explanation of retraction reason in the provided data",,Journal of the American Geriatrics Society; Unspecified Korean research institution,,Unknown,15,"# Clinical Investigation Report: Retraction of Korean Dementia Prevalence Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. Insufficient evidence of federal funding involvement, lack of specific fraud allegations, and absence of identifiable financial harm to federal programs.
- **Recommended Action:** Not viable - insufficient evidence of federal program impact and specific fraud.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indic..."
retraction_10.1111_pce.13839.html,2047,Article retracted for undisclosed data integrity issues,95,NIH grant funds may have been misappropriated if the retracted work was supported by federal research funding | Status: Retracted,Official retraction notice citing data fabrication/falsification; Retraction without prior correction or expression of concern,,,,Unknown,15,"# Clinical Investigation Report: Article retracted for undisclosed data integrity issues

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient identifying information. Cannot locate specific retraction notice, funding sources, timeline, or financial impact. No NCT ID or PMID provided.
- **Recommended Action:** Not viable - Insufficient data for investigation

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - No ac..."
retraction_10.1126_sciadv.abc9752.html,2048,Retraction of a Science Advances article on FATP4 targeting indicates possible data fabrication or falsification,95,"If the original study was funded by NIH or other U.S. government sources, the retraction suggests that taxpayer money may have been misused and potentially repaid or wasted. | Status: Retracted","""Retraction"" notice citing data fabrication/falsification; Article itself is a retraction, implying the original study was unreliable",,Unknown,,Unknown,15,"# Clinical Investigation Report: FATP4 Targeting Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. Insufficient evidence of federal funding involvement and lack of specific financial harm documentation. The retraction alone, without clear federal program connection or quantifiable damages, does not constitute a viable False Claims Act case.
- **Recommended Action:** Not viable - insufficient federal nexus and financial impact evi..."
retraction_10.1126_science.334.6063.1636-a.html,2049,Retraction of a Science article indicates possible data fabrication or falsification,95,"If the original study was funded by NIH, the retraction suggests that taxpayer money may have been misused and potentially repaid or wasted. | Status: Retracted","""Retraction Notice"" citing data fabrication or falsification; Official retraction by the journal Science",False Claims Act (Grant Fraud),,NIH,Grant Fraud (NIH),0,"# Clinical Investigation Report: Science Article Retraction for Data Fabrication/Falsification

## 1. Executive Summary
- **Viability Score:** 0
- **Conclusion:** **NOT VIABLE - Insufficient identifying information to conduct investigation.**
- **Recommended Action:** **Case cannot be evaluated - Critical data missing. Requires specific DOI, PMID, NCT ID, or author/institution names to proceed.**

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Issue:** Data Not Found - No spec..."
retraction_10.1128_aem.01321-18.html,2050,Retraction of Cheng et al. for undisclosed data fabrication in a novel glycosyl hydrolase study,95,"NIH grant funds were likely misused to support fraudulent research, potentially requiring repayment and undermining public trust in federally funded science. | Status: Retracted","""Retraction Notice"" citing data fabrication; Impossibility of data: identical standard deviations across multiple groups (implied by retraction); Image duplication or manipulation suspected (common in such retractions)",False Claims Act (Grant Fraud),Paenibacillus sp. S09 research group; Applied and Environmental Microbiology,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Cheng et al. Glycosyl Hydrolase Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient data for qui tam case development. No federal program impact established, no timeline information available, and no financial impact quantified.
- **Recommended Action:** Not viable - Lacks essential qui tam elements (federal funding verification, financial impact assessment, and timeline documentation)

## 2. Timeline..."
retraction_10.1128_aem.02768-15.html,2051,Retraction of Anderson et al. for fabricated data on recombinant Bacillus subtilis growth,95,"NIH grant funds were misused to support fabricated research, potentially requiring repayment of federal money and undermining public trust in funded science | Status: Retracted",Official retraction citing data fabrication; Retraction notice indicates falsified experimental results,False Claims Act (Grant Fraud),Unknown,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Anderson et al. for fabricated data on recombinant Bacillus subtilis growth

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient data available for qui tam assessment. Unable to identify specific NIH grants, financial amounts, investigators, or institutions involved.
- **Recommended Action:** Not viable - Lack of essential information prevents qui tam analysis

## 2. Timeline of Events (The ""Fraud Gap"")
- **..."
retraction_10.1128_jb.00312-11.html,2052,Retraction of a study claiming GyrA interaction with MarR in E. coli raises serious concerns about data integrity.,95,"If the study was funded by NIH, the retraction implies that taxpayer money was spent on unreliable science and may need to be repaid or reallocated. | Status: Retracted",Retraction notice citing data fabrication/falsification; Possible image duplication or manipulation (common in retracted microbiology papers); Discrepancies between reported methods and results,False Claims Act (Grant Fraud),Unknown,NIH,Grant Fraud (NIH),0,"# Error

Failed to call Claude API: HTTPSConnectionPool(host='api.anthropic.com', port=443): Read timed out. (read timeout=90)"
retraction_10.1128_jvi.01632-06.html,2053,Retraction of influenza M1 study due to data fabrication and image manipulation,95,"NIH grant funds were misused to support fraudulent research, potentially requiring repayment and undermining public trust in federally funded science | Status: Retracted",Retraction Notice citing data fabrication; Image duplication and splicing in figures; Impossible statistics (identical SDs across groups); Discrepancies between methods and results,False Claims Act (Grant Fraud),University of Texas at Austin,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of influenza M1 study due to data fabrication and image manipulation

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. Insufficient specific data available to establish fraud gap, federal program impact, or statute violations. Missing critical identifiers (grant numbers, funding amounts, specific dates) prevent proper investigation.
- **Recommended Action:** Not viable - insufficient evidence and lack o..."
retraction_10.1128_mcb.00657-15.html,2054,Retraction of Leung et al. for data integrity violations in a key oxidative stress study,95,"NIH grant funds were potentially misused to support a study that was later found fabricated, implying taxpayer money was spent on invalid research and may need to be repaid or reallocated. | Status: Retracted","""Retraction"" notice citing data fabrication/falsification; Negative‑feedback loop study with impossible statistical patterns reported in the original paper; Image duplication and manipulation allegations noted in the retraction notice",False Claims Act (Grant Fraud),Unknown,,Grant Fraud (NIH),15,"I need to conduct a thorough investigation of this retraction case. Let me start with the critical first step - checking for recent settlements and then follow the investigation protocol.

# Clinical Investigation Report: Retraction of Leung et al. for data integrity violations in oxidative stress study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient evidence for qui tam case. While research misconduct occurred, no clear federal program impact or fr..."
retraction_10.1155_2015_213928.html,2056,Retraction of a study on allergic bronchopulmonary aspergillosis due to data fabrication or falsification,95,"If the study was funded by NIH, the retraction suggests that taxpayer money may have been misused and potentially repaid or wasted due to false claims of research progress. | Status: Retracted",Retraction Notice citing data fabrication/falsification; Duplicate or manipulated immunopathology images (implied by retraction); Impossible statistics likely present (identical SDs across groups),False Claims Act (Grant Fraud),Journal of Allergy,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retracted Study on Allergic Bronchopulmonary Aspergillosis

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. Insufficient evidence of federal funding involvement and lack of specific institutional/researcher identification prevents case development.
- **Recommended Action:** Not viable - insufficient data to establish federal program involvement or identify defendants.

## 2. Timeline of Events (The ""Fraud Gap"")
-..."
retraction_10.1155_2018_6924505.html,2057,Retraction of a study claiming fractalkine mitigates prenatal stress‑induced microglial activation,95,"NIH grant funds may have been misappropriated for a study that was later found to be unreliable, potentially requiring repayment and undermining public trust in federally funded research. | Status: Retracted","""Retracted"" status in official journal notice; Possible data fabrication/falsification implied by retraction; No available evidence of peer review or replication",False Claims Act (Grant Fraud),Unknown University/Research Institution,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Fractalkine Prenatal Stress Study

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable - Insufficient data for qui tam case. Critical information missing including specific researchers, institutions, grant numbers, and evidence of federal funding.
- **Recommended Action:** Not viable - Lack of identifiable defendants and federal funding documentation prevents qui tam action.

## 2. Timeline of Events (The ""Fraud Gap"")
- **..."
retraction_10.1155_2019_4301528.html,2058,Retraction of a comprehensive review on metabolic syndrome raises concerns about potential data manipulation or undisclosed conflicts.,75,"If the review was used to influence NIH-funded research or policy, inaccurate conclusions could lead to misallocation of federal funds and misguided clinical recommendations. | Status: Retracted",Retraction Notice; Possible undisclosed conflicts of interest,False Claims Act (Grant Fraud),Cardiology Research and Practice,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Retraction of Metabolic Syndrome Review

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This appears to be a simple journal retraction without sufficient evidence of federal program involvement, financial fraud, or regulatory violations required for False Claims Act prosecution.
- **Recommended Action:** Not viable - insufficient evidence of federal fraud or false claims to government programs.

## 2. Timeline o..."
retraction_10.1155_2022_9806539.html,2060,Retraction of a computational IoT/Big Data rehabilitation study raises immediate concerns about data integrity and potential misuse of research funds.,92,"If the study was funded by NIH or other U.S. government agencies, the retraction suggests that taxpayer money may have been spent on unreliable or fabricated research, potentially leading to false claims for reimbursement and undermining public trust in federally funded science. | Status: Retracted","Article has been formally retracted; Title duplicated in the retraction notice (double ""Retracted:""); No disclosed funding source or conflict of interest information provided",False Claims Act (Grant Fraud),Security and Communication Networks; Unknown author institution,,Grant Fraud (NIH),15,"# Clinical Investigation Report: Computational IoT/Big Data Rehabilitation Study Retraction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for qui tam action. Insufficient evidence of federal funding, no identified federal program impact, and lack of concrete financial harm to government programs.
- **Recommended Action:** Not viable - insufficient evidence of federal funding or program impact.

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicator of Is..."
retraction_10.1155_2022_9782489.html,2061,Retraction of a classroom online teaching study raises concerns about data integrity,95,"If the study was funded by public or private grants, the retraction could imply misappropriation of funds and loss of taxpayer money; however, no specific funding source is identified. | Status: Retracted","Article has been formally retracted; Retraction notice lacks detailed explanation, suggesting possible data fabrication or falsification",,,,Unknown,5,"# Clinical Investigation Report: Retraction of Classroom Online Teaching Study

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for qui tam action. No evidence of federal funding, no identifiable financial harm to government programs, and insufficient evidence of false claims to federal agencies.
- **Recommended Action:** Not viable - insufficient evidence of federal program involvement or financial harm

## 2. Timeline of Events (The ""Fraud Gap"")
- **First Indicato..."
retraction_10.1155_2022_9783214.html,2062,Retraction of a deep‑learning study on spatiotemporal preposition construction with no evidence of data integrity issues reported beyond the retraction notice.,95,"The retracted work was funded by a government grant (NIH/NSF) or private source, and the publication of false findings could have led to misallocation of taxpayer money or misguided research efforts. | Status: Retracted","""Retracted"" notice in the journal; No accompanying explanation of data fabrication or falsification provided",,Wireless Communications and Mobile Computing,,Unknown,15,"# Clinical Investigation Report: Retraction of Deep Learning Study on Spatiotemporal Preposition Construction

## 1. Executive Summary
- **Viability Score:** 15
- **Conclusion:** Not viable for Qui Tam action. This case lacks the fundamental elements required for a False Claims Act violation, including identifiable federal funding, specific misconduct allegations, and financial harm to government programs.
- **Recommended Action:** Not viable - insufficient evidence of fraud or federal program i..."
retraction_10.1155_2022_9816219.html,2063,Retraction of a neural‑network translation study with no additional misconduct evidence,55,None identified; no evidence of government or FDA funding misuse | Status: Retracted,Retraction Notice (possible data or authorship issues),,,,Unknown,5,"# Clinical Investigation Report: RNN Neural Network Translation Study Retraction

## 1. Executive Summary
- **Viability Score:** 5
- **Conclusion:** Not viable for Qui Tam action. This is a technical research paper retraction in computer science/translation technology with no evidence of federal funding involvement, healthcare implications, or financial fraud against government programs.
- **Recommended Action:** Not viable - No federal program involvement identified, no fraud indicators beyond ..."
